,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt
46052,52,25,42,11,13,3,3,3,13
46053,46,28,40,14,10,8,10,8,11
46054,53,26,40,13,8,7,9,8,11
46055,52,27,41,13,9,3,3,8,11
46056,50,26,39,13,12,3,8,8,12
46057,51,23,40,14,13,3,9,8,11
46058,49,25,42,12,14,3,8,8,12
46059,47,29,41,12,12,8,9,3,12
46060,49,28,40,13,10,3,10,3,11
46061,47,27,41,14,13,3,8,3,12
46062,51,28,39,12,12,3,9,7,11
46063,54,26,39,12,12,3,8,3,12
46064,47,29,37,13,14,3,8,3,13
46065,52,24,38,13,13,3,9,3,12
46066,48,27,39,13,13,3,9,9,11
46067,50,27,40,11,14,3,8,3,11
46068,51,24,42,12,11,3,8,9,10
46069,49,25,41,13,12,3,8,8,13
46070,53,25,40,11,11,3,8,8,12
46071,50,28,38,12,12,3,8,8,12
46072,54,27,37,12,11,3,8,3,12
46073,47,29,41,14,13,3,3,7,11
46074,48,30,40,12,9,8,8,8,10
46075,47,29,40,13,16,3,3,3,11
46076,46,28,46,12,12,3,8,3,10
46077,48,30,40,12,14,3,8,3,10
46078,51,27,38,13,13,3,8,3,11
46079,50,30,39,13,10,3,7,3,11
46080,53,24,38,14,14,3,8,3,12
46081,47,30,41,12,11,3,9,3,12
46082,44,30,38,14,12,8,8,7,11
46083,53,25,41,13,11,3,3,8,11
46084,51,24,38,14,13,3,9,8,11
46085,46,29,39,13,13,3,7,8,12
46086,47,29,38,11,14,3,8,8,13
46087,47,29,38,13,14,2,8,8,12
46088,47,30,41,12,11,3,9,7,13
46089,54,25,40,12,9,3,9,3,11
46090,50,27,39,13,14,3,8,3,11
46091,47,28,37,12,15,3,9,3,13
46092,46,26,39,13,13,3,9,8,12
46093,46,29,40,13,13,3,7,7,11
46094,53,25,41,12,10,3,9,3,12
46095,46,23,43,14,13,7,8,8,12
46096,49,32,36,12,13,3,8,3,12
46097,50,23,40,14,13,3,9,8,11
46098,49,30,38,13,11,3,8,8,11
46099,49,28,40,13,12,8,8,3,11
46100,53,28,38,12,11,3,8,8,12
46101,53,24,43,12,12,3,7,3,11
46102,50,27,38,14,12,3,8,8,12
46103,50,29,37,12,11,8,8,8,11
46104,47,28,40,12,13,3,9,8,12
46105,47,30,39,12,12,3,9,3,11
46106,50,26,39,12,15,3,3,3,12
46107,49,28,40,13,12,2,9,8,12
46108,49,29,39,13,12,3,3,8,11
46109,50,30,36,14,13,3,8,7,12
46110,45,29,41,12,13,3,7,7,11
46111,46,33,37,12,10,3,9,8,12
46112,49,27,41,12,13,3,3,8,11
46113,48,28,42,11,12,3,8,7,12
46114,57,28,39,10,13,2,3,3,11
46115,51,29,40,12,14,2,8,3,11
46116,47,32,39,13,14,3,7,3,12
46117,55,24,36,12,10,9,9,3,12
46118,51,26,36,12,15,3,3,7,13
46119,56,24,36,13,12,3,8,7,12
46120,50,28,39,11,14,3,9,3,11
46121,53,26,35,13,12,3,9,8,12
46122,49,26,40,13,15,3,7,3,12
46123,45,28,42,13,14,7,8,3,10
46124,50,29,38,12,14,3,8,3,11
46125,45,29,42,13,10,3,8,8,11
46126,43,32,40,13,15,3,8,3,10
46127,49,23,42,13,12,3,9,9,12
46128,49,29,38,11,14,3,8,3,11
46129,47,28,41,11,13,3,8,7,12
46130,51,27,42,12,10,3,8,3,12
46131,45,30,40,14,14,3,8,3,12
46132,53,31,38,11,13,2,3,3,10
46133,47,28,38,13,14,2,10,3,13
46134,48,28,40,13,14,3,7,8,11
46135,47,27,39,13,14,3,9,7,11
46136,46,24,38,13,16,3,8,9,12
46137,51,27,38,12,12,3,8,8,14
46138,57,26,36,11,12,3,9,3,12
46139,50,30,37,13,11,3,9,8,10
46140,50,28,37,13,13,3,8,3,12
46141,47,29,40,13,11,7,9,8,12
46142,45,29,40,13,14,3,8,3,13
46143,49,27,38,12,12,7,9,3,12
46144,48,28,42,13,10,7,8,7,10
46145,46,28,44,14,12,3,8,8,10
46146,49,26,43,12,13,3,8,8,10
46147,47,27,40,13,12,3,9,8,11
46148,45,27,42,13,13,3,9,3,12
46149,50,30,39,13,11,3,8,3,11
46150,49,28,38,14,12,3,9,8,12
46151,47,27,44,11,12,3,8,7,11
46152,45,29,38,14,14,3,8,8,12
46153,52,28,39,11,11,7,9,3,12
46154,48,30,39,14,12,3,8,3,11
46155,43,29,41,13,14,3,8,8,12
46156,48,29,39,12,14,3,8,3,12
46157,48,30,38,12,12,7,8,3,11
46158,50,27,39,12,13,3,8,8,11
46159,51,25,38,13,13,7,8,8,11
46160,52,24,39,12,13,3,7,8,12
46161,51,28,40,13,8,3,8,8,11
46162,48,28,40,12,12,3,8,8,11
46163,53,26,35,13,14,3,9,7,11
46164,47,29,40,12,12,3,9,3,13
46165,47,30,40,11,12,3,8,3,13
46166,48,33,38,13,12,3,3,3,12
46167,49,27,40,12,13,3,8,3,12
46168,45,28,37,12,16,8,8,7,12
46169,49,27,42,12,11,3,8,7,11
46170,50,25,43,11,10,8,9,8,12
46171,52,24,41,13,13,3,7,3,11
46172,50,26,39,13,15,3,8,3,12
46173,52,25,38,12,16,3,7,3,11
46174,46,30,41,14,13,3,3,3,12
46175,50,26,39,12,13,8,8,8,12
46176,54,26,39,13,12,3,9,3,11
46177,49,30,38,12,14,3,8,8,11
46178,48,32,38,12,11,3,8,3,11
46179,47,31,44,11,10,3,3,8,11
46180,53,27,38,13,11,3,8,8,11
46181,47,26,40,13,15,3,8,8,11
46182,45,29,41,12,14,3,8,9,11
46183,50,26,41,12,12,3,9,3,12
46184,48,28,40,12,13,3,7,3,12
46185,50,27,39,14,14,3,9,7,11
46186,48,30,38,14,13,3,8,3,11
46187,52,30,34,11,12,3,3,8,13
46188,49,30,38,13,10,3,9,3,12
46189,49,29,37,12,12,3,8,8,11
46190,49,27,43,12,11,2,9,7,11
46191,50,33,37,11,11,3,9,3,10
46192,48,28,40,12,12,8,3,7,12
46193,50,26,40,12,13,3,8,7,12
46194,49,29,39,13,10,3,8,8,12
46195,47,30,40,14,13,3,8,3,12
46196,54,22,40,13,13,3,8,8,11
46197,50,28,37,13,11,3,8,8,11
46198,46,29,41,13,13,3,8,8,11
46199,47,31,35,13,14,3,8,8,12
46200,50,30,38,14,11,3,8,3,10
46201,49,28,33,13,14,7,9,9,12
46202,47,30,40,12,12,3,9,3,12
46203,50,30,36,12,12,3,8,8,11
46204,49,23,41,12,14,8,8,9,11
46205,45,30,39,13,12,3,8,7,12
46206,48,24,40,13,16,3,8,3,13
46207,50,25,39,13,13,3,8,8,12
46208,50,27,38,13,14,7,9,8,10
46209,49,27,41,13,12,3,8,8,11
46210,49,26,40,12,13,3,9,8,11
46211,51,28,37,11,14,3,8,8,12
46212,50,30,37,12,12,3,8,3,12
46213,48,26,38,13,16,3,9,8,12
46214,48,28,38,12,12,8,8,3,12
46215,48,29,38,12,13,3,8,8,11
46216,48,27,39,13,11,3,9,8,12
46217,52,25,40,13,11,3,9,3,11
46218,44,33,40,13,12,3,9,3,11
46219,48,28,41,12,11,3,3,3,11
46220,54,31,34,12,10,7,8,7,11
46221,47,31,37,14,10,3,8,8,11
46222,45,27,39,14,13,8,9,9,11
46223,57,23,38,13,11,3,7,3,12
46224,52,30,36,11,11,7,7,8,12
46225,50,26,39,13,14,3,8,8,12
46226,53,26,40,13,9,3,3,7,12
46227,47,29,39,12,13,8,9,3,12
46228,51,24,38,13,13,3,8,9,12
46229,46,30,40,13,13,3,7,3,12
46230,47,28,39,12,12,8,8,8,12
46231,50,27,38,12,11,3,9,8,12
46232,44,27,42,12,12,7,10,8,12
46233,48,29,35,12,17,3,7,8,13
46234,49,28,41,12,13,3,3,9,11
46235,49,26,41,14,10,3,8,3,12
46236,50,26,42,12,14,2,8,3,11
46237,49,29,39,13,12,3,9,3,12
46238,50,23,40,13,13,3,9,8,12
46239,47,23,44,13,13,3,8,3,12
46240,49,27,37,12,14,3,8,7,13
46241,52,26,40,13,9,3,7,8,12
46242,49,24,36,13,16,8,9,9,11
46243,46,30,40,12,11,7,9,8,11
46244,48,27,39,14,13,8,8,7,12
46245,53,26,39,12,10,3,8,3,11
46246,50,27,38,13,11,3,9,8,11
46247,50,24,39,13,14,3,8,8,12
46248,48,27,42,12,10,3,9,9,11
46249,53,29,37,12,13,3,8,3,10
46250,45,30,45,12,10,3,9,3,12
46251,49,29,37,13,12,3,7,3,13
46252,49,24,39,13,14,7,9,8,11
46253,49,24,41,13,12,3,3,9,12
46254,52,22,37,12,16,7,7,8,12
46255,52,30,37,12,12,3,8,3,12
46256,47,31,41,11,13,3,3,8,11
46257,49,29,39,12,12,3,8,8,11
46258,50,30,39,11,12,3,8,7,12
46259,47,25,43,12,12,3,8,8,12
46260,49,24,38,14,13,8,8,8,11
46261,52,26,39,13,11,9,7,7,10
46262,52,25,40,12,11,7,8,3,12
46263,47,30,40,13,11,3,8,3,11
46264,43,29,40,14,13,3,8,8,11
46265,48,31,37,13,11,3,8,7,11
46266,49,25,41,13,14,3,7,8,12
46267,53,25,37,13,12,8,8,8,11
46268,50,30,39,12,9,3,9,3,11
46269,50,29,41,10,11,3,3,8,12
46270,51,27,37,13,13,3,9,3,11
46271,55,27,38,12,11,3,8,3,11
46272,50,29,36,12,13,3,8,8,12
46273,47,34,38,10,12,3,9,3,11
46274,48,28,38,12,14,7,8,7,12
46275,49,26,43,11,12,3,8,8,12
46276,47,25,40,14,13,3,8,8,14
46277,49,24,40,13,13,3,9,9,11
46278,50,24,39,14,12,3,8,8,12
46279,47,30,40,12,11,3,9,8,10
46280,50,28,39,12,13,3,8,3,12
46281,51,27,41,12,12,3,7,3,11
46282,45,30,38,14,14,3,9,3,11
46283,49,29,36,13,13,3,8,9,12
46284,48,26,37,12,15,3,9,7,14
46285,50,29,37,12,13,3,8,7,12
46286,49,30,37,12,13,3,8,3,12
46287,47,30,40,12,11,3,8,9,11
46288,54,26,39,12,11,3,9,3,10
46289,47,31,37,13,11,3,9,8,11
46290,46,27,42,12,15,3,8,7,12
46291,48,27,40,13,14,3,8,3,12
46292,52,29,35,13,13,3,9,8,12
46293,52,30,36,13,13,3,3,8,11
46294,50,24,42,12,11,3,8,8,11
46295,49,26,43,12,11,8,8,9,11
46296,49,30,39,12,13,3,3,8,11
46297,46,28,38,12,15,8,9,7,12
46298,52,25,38,13,13,3,7,7,11
46299,50,28,41,13,3,3,8,8,13
46300,49,28,40,13,11,3,8,3,12
46301,46,28,41,12,14,3,9,7,12
46302,48,28,41,13,11,3,7,8,10
46303,54,23,40,13,11,7,9,3,11
46304,50,26,42,13,11,3,8,3,11
46305,49,24,41,14,12,8,9,8,11
46306,47,30,38,14,12,3,8,8,11
46307,52,26,43,11,12,2,3,8,11
46308,46,27,40,13,12,7,9,8,11
46309,51,33,39,11,11,3,3,7,11
46310,49,27,42,13,11,3,8,7,11
46311,46,32,38,13,13,3,3,7,12
46312,44,29,41,14,11,8,10,7,11
46313,47,29,39,13,14,3,3,8,12
46314,50,30,41,12,12,3,3,3,11
46315,46,28,39,12,16,3,8,3,12
46316,48,30,36,12,13,3,9,8,12
46317,49,28,36,11,15,3,9,3,13
46318,50,27,37,13,12,3,8,8,11
46319,48,26,38,13,14,3,9,8,12
46320,47,29,43,12,11,7,9,3,11
46321,53,25,40,13,11,3,9,8,9
46322,43,28,43,13,14,3,8,3,12
46323,51,23,37,14,16,3,7,8,13
46324,52,28,36,12,13,3,8,8,11
46325,53,26,37,13,12,3,7,8,11
46326,48,28,39,13,12,3,9,8,11
46327,53,30,36,12,11,3,8,7,12
46328,45,28,40,13,15,3,9,3,12
46329,49,30,40,12,11,3,3,3,11
46330,45,27,40,13,15,3,8,9,13
46331,50,28,41,13,9,3,8,8,11
46332,49,32,37,12,11,3,3,8,13
46333,53,27,39,12,9,7,8,8,11
46334,48,31,34,13,11,3,11,7,11
46335,43,26,40,14,12,8,9,9,13
46336,51,25,41,12,13,3,8,8,12
46337,51,25,41,14,10,3,9,3,11
46338,48,30,39,13,11,3,8,8,11
46339,47,30,37,14,12,3,8,8,12
46340,51,25,37,13,15,3,8,8,12
46341,52,25,36,12,12,3,10,8,12
46342,45,30,41,14,13,3,8,3,12
46343,45,29,38,12,13,3,10,8,13
46344,48,27,39,12,12,7,9,8,12
46345,51,26,37,13,12,3,9,3,12
46346,47,26,43,11,15,3,9,7,10
46347,45,27,41,14,11,3,9,8,12
46348,45,27,40,15,13,8,8,7,12
46349,48,27,39,13,11,7,9,8,11
46350,45,30,37,12,13,3,8,8,12
46351,49,25,40,12,14,3,9,8,12
46352,48,28,40,11,12,8,9,8,12
46353,49,31,35,13,11,7,8,7,12
46354,45,31,39,12,12,7,8,9,12
46355,51,31,38,12,9,3,3,8,12
46356,50,31,36,13,12,3,9,3,11
46357,50,27,40,13,10,3,8,8,11
46358,50,30,39,10,11,3,8,7,12
46359,46,23,42,14,13,3,8,7,13
46360,47,31,41,12,11,3,8,7,11
46361,46,28,40,12,15,3,9,3,11
46362,45,31,38,12,15,3,8,3,12
46363,51,29,37,13,10,3,8,7,12
46364,47,32,38,12,11,7,8,3,13
46365,51,27,38,13,10,3,8,8,12
46366,47,29,36,15,13,8,9,7,11
46367,49,31,37,13,12,3,3,8,12
46368,48,27,42,12,12,3,8,8,11
46369,52,23,40,13,13,3,8,8,12
46370,45,28,42,14,12,7,9,3,11
46371,47,29,40,12,12,8,9,8,10
46372,48,29,38,12,15,3,3,8,11
46373,50,25,42,12,14,3,3,3,13
46374,47,27,40,13,12,3,8,8,12
46375,45,26,41,12,15,8,9,8,12
46376,48,28,37,14,14,3,8,7,12
46377,50,27,40,13,12,3,8,9,11
46378,51,28,38,13,11,3,9,8,12
46379,50,26,40,11,13,3,3,8,13
46380,50,28,40,12,8,3,9,7,12
46381,50,23,45,12,14,3,7,8,11
46382,49,26,40,12,13,3,8,8,11
46383,53,26,35,12,11,8,9,8,11
46384,47,27,38,14,13,7,9,3,11
46385,49,28,39,13,11,3,9,8,11
46386,49,25,38,13,14,3,7,8,13
46387,49,29,39,10,15,3,7,3,12
46388,46,27,41,13,15,8,8,8,11
46389,46,29,43,13,11,3,9,3,11
46390,51,31,38,11,12,3,8,3,11
46391,48,29,40,12,11,3,8,7,13
46392,44,30,40,15,12,3,8,8,11
46393,52,26,40,12,13,3,3,7,11
46394,50,27,38,12,13,3,8,8,12
46395,47,24,39,13,16,3,8,8,12
46396,50,27,39,13,14,3,8,3,11
46397,46,31,38,14,12,3,8,8,11
46398,50,30,37,13,12,7,8,8,12
46399,49,28,40,13,11,3,3,8,12
46400,50,25,40,13,13,3,8,8,11
46401,46,27,43,12,12,8,8,8,12
46402,50,27,38,13,12,3,7,8,12
46403,46,29,43,12,13,3,3,8,12
46404,48,28,39,13,14,3,8,3,13
46405,45,29,39,12,13,3,7,8,13
46406,45,30,38,12,14,3,9,3,11
46407,51,29,37,14,11,7,3,8,11
46408,52,27,38,12,13,3,8,7,11
46409,51,29,35,12,13,3,8,8,12
46410,54,23,40,12,14,3,3,3,12
46411,47,26,39,14,12,3,9,8,13
46412,46,26,42,12,13,8,9,3,11
46413,46,27,43,14,12,3,7,8,12
46414,48,28,37,12,13,3,9,8,11
46415,48,27,39,14,13,7,8,8,10
46416,47,26,40,13,13,3,9,3,12
46417,47,29,40,12,13,3,8,8,11
46418,47,28,41,14,10,7,8,8,11
46419,53,25,38,13,11,3,9,3,12
46420,49,22,46,13,13,3,3,3,12
46421,49,27,38,11,14,3,8,7,11
46422,48,28,43,12,11,2,8,8,11
46423,51,31,40,12,8,3,9,3,11
46424,50,26,39,12,12,3,8,8,12
46425,49,28,40,12,13,3,8,3,11
46426,46,28,39,13,12,3,9,3,13
46427,49,23,43,13,14,3,7,7,12
46428,47,31,41,11,11,3,9,8,11
46429,49,27,40,13,13,3,3,8,11
46430,44,27,40,13,15,3,8,8,12
46431,49,27,38,12,13,7,8,8,12
46432,46,26,41,13,13,3,9,8,11
46433,45,29,43,13,14,3,8,3,11
46434,47,28,41,12,14,3,3,3,12
46435,48,26,42,12,12,3,8,8,12
46436,48,27,39,13,13,3,9,8,12
46437,49,24,39,14,15,3,8,8,12
46438,50,28,37,12,11,8,9,8,12
46439,49,29,38,13,12,3,8,8,10
46440,48,27,40,12,13,3,9,3,11
46441,53,24,37,13,11,8,8,8,12
46442,52,27,35,12,12,3,8,9,12
46443,56,27,35,13,12,3,3,8,11
46444,54,24,40,12,13,7,8,3,11
46445,46,28,37,13,14,3,9,8,12
46446,47,25,42,12,13,3,8,9,12
46447,49,29,38,13,11,3,8,3,12
46448,47,27,40,14,12,3,8,3,13
46449,47,28,38,14,14,3,8,8,12
46450,52,27,36,12,14,3,7,8,12
46451,47,29,40,14,9,3,9,3,12
46452,51,23,39,13,11,8,9,8,11
46453,45,30,42,12,11,3,8,7,12
46454,54,30,37,12,8,7,8,8,11
46455,50,30,38,12,12,3,7,3,11
46456,51,26,42,11,13,3,8,3,12
46457,47,26,41,13,13,3,8,9,11
46458,47,26,40,12,15,7,8,8,12
46459,50,26,40,13,11,7,8,9,12
46460,43,30,42,13,10,7,8,8,13
46461,46,27,44,11,16,3,3,3,11
46462,54,23,36,14,15,3,8,8,10
46463,53,27,41,11,10,3,8,8,11
46464,48,30,38,11,13,7,7,3,12
46465,48,29,38,12,15,3,8,3,11
46466,52,27,36,11,12,3,9,8,11
46467,46,25,40,13,13,3,9,8,13
46468,43,29,45,13,10,7,8,8,12
46469,48,29,37,12,13,8,8,8,12
46470,50,28,37,12,14,3,9,8,11
46471,45,29,40,13,13,3,9,7,12
46472,50,32,39,11,11,3,8,3,11
46473,50,26,40,12,12,7,9,3,12
46474,50,29,36,12,13,3,9,3,12
46475,49,30,39,13,11,3,8,8,11
46476,49,27,38,15,10,3,8,9,11
46477,49,27,39,12,13,3,8,8,12
46478,48,30,38,12,12,8,10,3,11
46479,45,27,42,12,13,3,8,9,12
46480,47,27,39,13,15,3,9,3,11
46481,49,27,38,12,15,3,3,8,12
46482,46,26,41,13,14,7,8,8,12
46483,50,30,39,13,11,3,8,7,11
46484,49,24,44,12,11,7,8,8,12
46485,52,28,38,12,14,3,7,8,10
46486,56,27,35,13,11,3,7,7,10
46487,44,26,42,14,15,3,9,3,11
46488,52,28,37,11,11,3,8,7,13
46489,50,29,38,12,13,3,3,8,12
46490,47,30,41,12,11,7,8,3,11
46491,50,26,39,13,11,7,8,7,13
46492,46,28,41,13,11,3,8,3,13
46493,45,27,40,12,14,3,8,9,12
46494,52,28,37,11,14,3,8,3,13
46495,48,27,38,12,13,8,9,8,11
46496,50,26,39,14,11,3,8,8,12
46497,45,29,41,13,13,3,8,7,12
46498,50,30,41,12,11,3,9,3,11
46499,51,28,37,12,16,3,3,3,12
46500,47,31,36,12,12,3,10,8,11
46501,52,28,38,12,12,3,8,7,11
46502,42,28,41,14,15,2,8,8,13
46503,52,26,40,11,12,2,3,8,12
46504,46,22,43,13,13,8,9,8,11
46505,52,28,36,12,14,3,8,8,10
46506,45,28,41,13,14,3,8,8,12
46507,47,28,41,12,12,3,10,3,11
46508,44,27,42,15,14,3,3,8,12
46509,49,29,39,12,11,3,8,8,12
46510,51,23,45,12,13,3,3,8,11
46511,49,29,37,14,13,3,7,8,11
46512,51,28,37,13,10,3,8,3,12
46513,46,30,41,13,12,3,8,7,10
46514,51,27,36,14,13,3,3,8,12
46515,43,27,42,15,13,7,8,8,11
46516,54,27,38,12,12,3,8,3,10
46517,47,32,39,14,13,3,3,3,11
46518,51,28,38,11,10,3,8,8,13
46519,51,27,36,12,13,3,8,7,11
46520,53,28,37,12,13,3,7,8,11
46521,47,30,39,14,10,3,8,8,13
46522,46,26,42,12,13,3,8,3,12
46523,51,26,37,13,14,7,8,3,12
46524,49,26,37,13,12,3,8,8,13
46525,54,25,40,11,11,3,8,8,11
46526,50,28,40,12,11,3,8,9,9
46527,50,24,42,13,12,3,8,7,11
46528,47,29,43,12,10,3,8,3,11
46529,51,25,38,15,12,3,9,3,12
46530,52,25,41,12,12,7,8,3,11
46531,49,27,41,13,11,3,8,8,10
46532,47,32,38,14,12,3,8,3,11
46533,47,31,39,11,13,3,9,7,11
46534,47,29,41,13,11,3,8,7,11
46535,46,29,39,12,14,3,8,8,13
46536,50,31,38,13,10,3,8,3,12
46537,51,29,36,12,14,3,8,8,12
46538,46,27,41,13,14,3,8,3,11
46539,51,28,34,12,14,3,8,8,12
46540,45,26,44,12,12,3,8,8,13
46541,50,28,40,13,11,3,8,3,13
46542,50,27,40,12,14,3,8,8,12
46543,52,28,36,12,11,3,9,8,12
46544,46,30,39,13,13,3,8,7,13
46545,49,22,44,12,13,3,8,8,11
46546,49,24,40,14,14,7,9,8,11
46547,53,23,40,13,13,3,8,8,11
46548,48,28,39,13,14,3,8,8,11
46549,47,30,41,12,14,3,8,3,10
46550,45,30,39,14,11,3,8,7,12
46551,54,27,38,12,12,3,8,3,10
46552,50,26,42,11,12,3,8,8,11
46553,49,28,40,13,11,3,8,8,13
46554,44,28,42,14,11,8,9,8,11
46555,49,27,39,12,11,3,9,8,13
46556,47,26,41,11,15,3,8,8,12
46557,48,26,39,14,14,3,3,7,12
46558,44,27,41,11,15,8,9,9,11
46559,47,25,41,12,13,7,8,8,12
46560,50,30,38,12,13,3,8,3,11
46561,52,30,37,12,11,7,8,3,11
46562,50,27,37,14,13,3,9,3,12
46563,51,30,35,13,14,3,8,3,11
46564,49,30,39,13,10,3,8,8,13
46565,50,29,40,13,9,3,8,3,11
46566,47,27,40,13,13,3,9,8,10
46567,54,25,39,12,9,3,9,3,12
46568,55,24,39,13,12,3,8,7,12
46569,43,30,42,13,13,3,8,8,12
46570,52,25,43,12,10,7,8,3,11
46571,47,29,40,12,13,2,9,7,12
46572,51,30,38,12,9,3,8,8,11
46573,52,27,38,13,11,3,9,8,12
46574,55,27,38,12,13,3,3,8,11
46575,50,28,42,12,13,3,3,7,11
46576,48,28,37,13,14,3,8,8,13
46577,44,30,40,14,12,3,9,8,12
46578,46,29,36,14,14,8,8,3,13
46579,52,27,36,11,12,3,8,8,12
46580,47,27,40,13,15,7,8,7,11
46581,49,28,41,14,11,3,8,3,12
46582,46,30,40,12,12,3,7,8,12
46583,46,29,36,12,16,3,8,8,12
46584,49,25,37,13,16,3,9,3,13
46585,45,29,39,14,13,7,9,7,11
46586,48,29,39,13,13,3,8,3,11
46587,49,24,40,12,15,8,8,3,12
46588,45,27,41,13,14,3,8,8,12
46589,49,25,40,13,13,3,9,7,11
46590,49,27,37,12,12,8,9,8,12
46591,51,29,37,12,13,3,3,3,13
46592,48,22,43,12,13,3,8,8,13
46593,46,25,42,14,11,3,9,8,13
46594,52,26,41,11,12,3,7,9,12
46595,50,26,41,11,14,8,3,3,11
46596,48,27,41,12,14,3,7,8,12
46597,49,30,39,12,13,3,8,3,11
46598,53,24,38,12,11,3,8,9,12
46599,53,27,39,12,10,3,8,8,11
46600,51,24,38,12,14,3,10,8,11
46601,54,27,38,12,12,3,3,7,12
46602,48,25,43,12,13,3,7,8,11
46603,49,29,39,12,12,3,8,3,11
46604,51,28,39,13,10,7,8,7,11
46605,43,29,41,12,15,3,7,8,13
46606,48,28,42,13,12,3,8,3,10
46607,49,27,39,12,14,8,9,3,10
46608,49,28,40,11,13,3,9,8,11
46609,46,30,39,13,12,3,8,8,12
46610,50,27,40,13,12,3,3,8,11
46611,49,26,39,12,14,3,8,3,13
46612,50,23,38,13,14,3,9,3,12
46613,49,28,42,12,11,3,8,8,10
46614,50,30,38,13,10,3,9,7,11
46615,45,26,37,14,15,3,9,8,13
46616,51,27,38,12,12,3,9,3,12
46617,51,24,39,14,10,3,8,8,12
46618,53,24,38,13,13,3,9,8,12
46619,53,23,40,11,14,3,7,8,12
46620,49,28,40,12,13,3,3,3,12
46621,44,26,39,13,14,3,9,8,15
46622,51,25,38,13,14,3,8,8,12
46623,49,27,40,12,12,8,8,8,11
46624,47,30,39,12,10,3,8,3,13
46625,48,29,40,11,15,3,3,3,12
46626,49,28,42,13,12,3,8,3,11
46627,45,29,45,13,11,3,7,8,10
46628,49,28,39,13,10,7,10,8,10
46629,47,28,41,14,11,3,9,3,11
46630,50,28,38,12,13,3,8,3,11
46631,47,23,43,14,12,3,3,8,13
46632,51,27,38,12,13,3,9,3,11
46633,53,28,36,12,11,7,8,3,12
46634,46,30,42,12,13,3,8,7,11
46635,46,31,38,12,12,3,10,3,12
46636,50,27,38,13,12,3,8,3,12
46637,45,29,40,13,11,3,8,8,13
46638,49,25,42,14,11,3,3,8,12
46639,48,29,40,12,16,3,3,3,11
46640,53,24,39,13,14,3,9,3,11
46641,50,28,38,13,12,3,9,7,12
46642,45,30,39,13,14,3,8,8,12
46643,46,28,37,14,14,3,9,3,12
46644,47,30,40,13,10,3,8,8,12
46645,53,27,36,13,11,3,8,7,13
46646,54,26,38,13,12,3,3,3,12
46647,52,25,39,13,11,3,8,8,10
46648,52,28,38,13,12,3,8,7,10
46649,44,31,40,13,13,3,10,3,11
46650,49,27,37,13,13,3,8,8,12
46651,48,26,42,11,15,3,8,8,11
46652,47,27,41,12,13,3,9,3,12
46653,51,28,41,11,11,3,3,3,11
46654,53,26,42,11,9,3,8,8,11
46655,52,25,40,12,10,7,8,7,11
46656,47,28,38,13,11,3,11,8,12
46657,54,27,38,13,11,3,8,3,10
46658,50,26,41,13,13,3,3,8,12
46659,50,28,40,12,10,3,9,3,11
46660,49,26,40,14,14,3,8,3,11
46661,50,28,38,12,12,7,9,3,11
46662,49,28,40,12,15,3,8,7,12
46663,51,25,39,11,15,3,8,8,12
46664,48,29,38,10,15,3,8,3,12
46665,49,29,38,13,12,3,9,7,11
46666,47,31,39,13,12,3,8,3,12
46667,52,24,41,13,11,3,8,7,12
46668,47,31,38,13,12,7,8,8,11
46669,45,27,40,12,15,3,9,8,12
46670,52,30,36,12,12,3,8,8,11
46671,46,28,43,12,9,3,9,9,11
46672,48,26,39,12,13,3,9,9,11
46673,47,25,42,11,13,3,8,8,12
46674,51,27,37,14,12,3,8,8,10
46675,44,27,40,14,15,7,9,3,12
46676,51,29,34,12,13,3,9,8,12
46677,49,28,41,12,11,3,9,7,12
46678,48,31,39,11,12,7,8,3,11
46679,50,28,35,13,14,3,9,7,11
46680,50,26,39,12,11,3,9,8,12
46681,49,27,43,12,12,3,8,3,10
46682,52,26,36,13,12,8,8,8,12
46683,51,28,38,12,12,3,9,3,11
46684,48,25,42,13,13,3,8,7,12
46685,43,30,40,14,10,3,9,8,11
46686,49,28,37,15,14,3,7,8,11
46687,51,28,39,13,10,3,8,8,11
46688,47,27,41,13,12,7,3,9,11
46689,43,32,41,12,16,2,8,8,12
46690,45,28,40,14,10,3,9,9,11
46691,51,27,37,12,13,3,8,8,11
46692,46,27,41,13,12,3,8,8,13
46693,49,31,39,11,13,3,8,7,11
46694,51,29,38,13,11,3,8,3,12
46695,54,27,38,12,11,8,7,8,12
46696,45,32,42,11,12,3,8,3,11
46697,51,24,39,13,13,8,9,8,12
46698,49,27,37,13,12,3,3,9,11
46699,54,25,39,13,11,3,8,3,12
46700,47,24,45,14,15,3,3,8,11
46701,54,26,37,12,12,3,8,8,11
46702,50,28,38,11,12,8,8,8,11
46703,46,30,37,13,14,3,9,3,11
46704,48,25,41,14,11,7,9,8,11
46705,46,26,39,14,10,3,10,9,12
46706,48,25,43,13,12,3,8,7,11
46707,50,28,40,11,13,3,8,3,12
46708,51,28,40,12,9,3,8,8,11
46709,49,28,37,12,14,3,8,8,11
46710,48,28,40,14,13,3,7,3,11
46711,50,24,41,13,14,3,8,8,11
46712,52,27,41,13,10,3,9,3,11
46713,50,29,38,10,15,3,8,8,11
46714,50,28,34,12,15,7,9,3,12
46715,47,28,38,13,11,3,9,3,13
