,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt
46716,49,28,35,14,13,7,9,8,13
46717,50,30,41,12,12,3,8,3,11
46718,53,29,38,11,13,3,7,8,11
46719,51,27,40,12,12,3,9,8,11
46720,47,27,41,12,13,3,8,8,12
46721,50,29,41,12,11,3,8,8,10
46722,51,25,38,13,15,3,8,3,12
46723,50,26,41,12,12,7,8,3,11
46724,45,30,37,14,14,3,9,7,12
46725,50,29,38,13,11,3,7,8,12
46726,45,29,42,13,13,3,8,8,11
46727,49,28,40,11,12,3,8,8,11
46728,53,26,40,12,13,3,3,3,11
46729,47,28,39,13,14,3,8,3,13
46730,52,28,38,12,12,3,8,3,11
46731,47,27,41,13,11,3,8,8,13
46732,46,25,39,13,14,3,9,9,13
46733,50,26,40,12,13,7,7,3,12
46734,50,27,40,13,10,3,10,3,11
46735,54,22,38,11,16,3,7,8,11
46736,46,29,40,14,11,3,8,8,12
46737,47,33,37,11,12,8,8,8,12
46738,51,27,38,13,13,3,8,3,12
46739,46,29,36,14,14,8,10,3,12
46740,52,27,35,12,14,3,8,3,12
46741,47,31,40,14,11,3,8,3,13
46742,53,24,39,12,13,3,8,3,13
46743,49,29,37,13,13,3,8,3,12
46744,47,29,41,12,15,3,3,3,11
46745,50,28,38,11,13,8,7,8,10
46746,52,25,37,13,13,3,9,3,12
46747,47,27,40,12,14,3,8,7,12
46748,48,28,38,13,12,3,9,9,12
46749,47,26,38,13,16,3,9,3,12
46750,50,26,39,12,12,3,8,8,12
46751,51,28,40,13,12,3,8,3,11
46752,48,31,39,13,10,3,10,8,10
46753,52,25,40,14,10,3,8,8,12
46754,49,30,42,12,10,3,3,8,11
46755,49,25,42,12,13,7,3,8,11
46756,50,27,38,13,13,2,8,8,11
46757,51,25,41,13,10,3,9,8,10
46758,51,29,39,13,8,3,9,3,12
46759,54,27,39,12,10,3,8,8,11
46760,45,31,37,15,10,3,9,8,12
46761,52,29,39,11,13,3,3,3,12
46762,47,26,44,12,11,3,7,8,11
46763,56,25,38,12,13,3,3,3,13
46764,55,24,39,12,11,3,9,7,11
46765,51,30,36,12,15,3,8,3,11
46766,45,26,39,14,15,3,9,7,12
46767,48,25,42,13,15,3,3,3,12
46768,52,30,41,12,9,2,3,8,11
46769,47,29,40,14,11,3,8,8,11
46770,50,25,40,14,13,3,3,3,12
46771,49,29,38,11,13,3,8,3,13
46772,50,25,40,12,15,3,3,8,11
46773,46,27,38,12,12,3,9,9,13
46774,50,28,39,11,15,3,3,3,12
46775,50,29,36,12,12,3,9,8,12
46776,50,23,40,13,13,3,8,8,12
46777,50,27,40,13,12,7,8,3,11
46778,42,29,39,14,14,3,8,8,12
46779,46,32,37,13,12,3,9,3,12
46780,49,28,39,14,13,3,3,8,12
46781,51,29,36,11,11,3,8,8,13
46782,48,30,40,13,10,3,9,3,11
46783,51,29,38,14,12,3,7,3,11
46784,44,28,45,13,12,3,8,8,12
46785,45,27,45,14,10,3,8,3,11
46786,50,23,42,14,12,3,8,7,12
46787,51,24,39,13,14,3,8,8,13
46788,49,25,41,11,12,3,10,9,12
46789,49,30,38,12,14,8,8,3,12
46790,51,28,41,13,10,3,8,3,11
46791,45,29,38,13,13,7,9,3,12
46792,46,26,40,13,13,3,8,8,13
46793,50,30,36,12,13,3,9,8,10
46794,47,28,38,12,15,3,8,8,12
46795,47,28,41,13,13,3,8,3,12
46796,48,30,41,13,9,3,8,8,12
46797,51,26,40,14,13,3,8,3,10
46798,55,26,34,11,16,3,3,8,11
46799,49,30,40,12,11,3,8,3,11
46800,49,31,38,12,11,3,8,3,12
46801,52,27,39,13,12,3,3,3,12
46802,51,26,40,12,11,8,9,7,11
46803,51,23,41,15,13,7,8,8,11
46804,49,31,39,13,11,3,8,3,13
46805,50,27,41,13,12,3,3,3,12
46806,53,28,37,12,12,3,8,7,11
46807,44,26,44,13,13,3,8,3,13
46808,47,30,40,12,14,3,8,8,11
46809,50,26,41,12,14,3,8,8,11
46810,51,27,37,12,12,7,8,7,11
46811,48,26,40,13,12,3,8,8,12
46812,44,25,41,13,14,3,9,3,14
46813,49,28,40,12,13,3,3,8,11
46814,50,28,39,11,11,3,8,8,12
46815,48,29,36,13,12,3,9,7,12
46816,48,25,43,12,14,3,8,8,10
46817,50,28,39,12,11,3,9,8,10
46818,49,30,38,12,12,3,8,3,12
46819,53,27,39,13,12,3,8,3,11
46820,47,31,41,12,11,7,8,3,10
46821,49,30,39,13,12,3,8,3,12
46822,50,28,41,12,9,3,9,3,12
46823,50,26,44,12,11,3,8,8,11
46824,49,28,40,11,10,3,8,8,12
46825,47,27,38,14,13,7,9,8,11
46826,49,30,40,12,12,2,8,7,12
46827,50,28,39,13,10,3,10,8,11
46828,48,30,39,12,12,3,8,7,12
46829,49,28,37,12,15,3,8,7,12
46830,46,26,40,14,13,8,9,3,13
46831,48,30,40,13,15,2,3,3,12
46832,50,22,43,14,13,8,3,8,10
46833,52,27,38,13,11,3,8,7,12
46834,52,24,38,13,11,8,8,8,13
46835,51,29,37,13,12,3,9,3,11
46836,55,22,42,12,11,3,8,3,11
46837,51,28,36,13,12,3,8,8,12
46838,53,24,39,13,13,3,8,8,11
46839,49,29,40,11,11,3,8,3,12
46840,49,27,41,12,12,3,8,3,11
46841,49,31,38,13,10,3,9,3,12
46842,49,26,36,13,15,3,8,3,13
46843,48,31,35,12,14,3,8,3,12
46844,49,27,42,12,12,7,7,8,10
46845,48,26,41,12,14,3,8,8,13
46846,44,30,40,13,13,3,9,8,11
46847,49,31,38,12,11,3,8,3,12
46848,52,30,34,11,13,7,3,3,12
46849,48,26,41,13,11,8,7,3,13
46850,50,25,41,12,12,3,3,8,11
46851,47,27,40,14,12,3,9,8,12
46852,50,29,37,12,12,3,9,8,12
46853,49,27,38,11,16,3,8,8,12
46854,51,30,39,12,14,3,3,3,11
46855,51,26,39,12,13,3,8,3,12
46856,51,25,39,12,11,3,9,8,13
46857,50,29,37,12,11,3,9,3,12
46858,51,26,36,13,16,3,9,3,12
46859,50,27,38,13,13,3,7,7,11
46860,48,27,39,12,13,3,8,8,12
46861,51,31,40,12,10,2,8,3,11
46862,53,28,38,12,14,3,7,3,12
46863,51,24,41,12,13,7,8,7,12
46864,46,29,39,13,12,8,9,9,10
46865,51,24,40,12,16,3,3,8,11
46866,53,26,35,12,12,3,8,7,13
46867,49,26,39,14,12,3,8,8,12
46868,46,26,40,14,13,3,8,8,14
46869,49,27,43,13,10,3,3,8,11
46870,52,26,38,12,14,3,8,3,12
46871,51,25,38,13,13,3,8,8,12
46872,48,26,41,12,13,3,8,8,12
46873,48,29,38,14,10,3,9,3,13
46874,48,28,37,13,12,8,9,8,12
46875,47,27,39,14,12,7,10,9,11
46876,49,28,38,13,13,3,9,7,10
46877,52,27,37,13,12,3,9,8,11
46878,54,29,36,12,11,3,7,3,11
46879,47,25,41,13,12,7,8,8,12
46880,47,28,39,12,15,3,7,3,12
46881,45,31,37,13,17,3,7,8,12
46882,52,26,39,12,11,3,8,8,11
46883,49,29,37,12,15,3,7,8,11
46884,49,24,41,12,14,3,8,8,12
46885,52,28,41,12,10,3,3,8,10
46886,46,29,38,14,13,3,8,7,13
46887,50,27,40,12,11,8,8,8,11
46888,50,28,37,14,10,3,9,8,12
46889,50,25,38,14,12,8,8,3,13
46890,48,25,41,13,12,3,8,8,12
46891,52,28,41,13,9,7,8,3,10
46892,50,27,39,13,13,3,8,7,11
46893,52,28,37,12,11,3,9,8,11
46894,47,25,42,12,11,8,7,9,13
46895,50,30,38,13,12,3,8,3,12
46896,53,28,36,13,12,3,7,8,11
46897,50,28,39,12,12,3,7,8,11
46898,46,27,42,12,14,3,8,8,14
46899,53,25,40,11,14,3,8,8,10
46900,50,22,42,13,12,3,7,8,12
46901,52,22,39,13,15,3,9,8,12
46902,46,30,38,13,13,3,9,7,10
46903,49,25,41,13,12,3,9,8,11
46904,47,29,41,12,11,3,3,8,11
46905,50,27,37,13,11,3,9,8,12
46906,50,29,37,11,15,3,9,7,11
46907,47,28,39,12,14,3,8,8,11
46908,49,29,37,13,12,3,8,8,11
46909,49,25,42,14,12,3,8,8,10
46910,55,27,40,13,8,3,7,3,10
46911,48,26,42,13,10,3,8,7,13
46912,52,26,41,12,12,3,9,3,11
46913,47,27,41,12,13,3,9,8,11
46914,49,28,41,12,13,3,9,8,10
46915,48,29,40,13,13,3,8,3,11
46916,46,30,38,11,15,7,8,3,12
46917,53,25,39,13,12,3,9,8,10
46918,46,25,40,13,13,3,10,9,11
46919,46,28,44,12,13,3,9,7,12
46920,50,26,42,12,12,3,7,7,10
46921,50,27,40,13,11,3,8,8,12
46922,50,26,40,14,13,3,9,3,10
46923,49,26,38,13,15,3,8,8,11
46924,46,26,38,12,15,8,10,8,12
46925,52,22,45,12,12,3,9,3,13
46926,46,28,40,13,14,3,9,3,12
46927,47,26,40,14,12,3,8,8,13
46928,52,27,36,13,12,3,8,3,13
46929,52,27,40,11,12,3,8,3,12
46930,50,26,37,14,12,8,8,8,11
46931,43,28,42,12,13,3,9,8,13
46932,47,28,40,12,15,3,8,8,12
46933,47,30,38,12,11,3,9,7,12
46934,52,23,40,13,13,3,3,7,13
46935,49,28,38,13,13,3,8,7,12
46936,47,23,41,14,14,3,8,9,12
46937,49,27,35,12,14,8,10,3,13
46938,53,27,40,13,11,3,8,3,11
46939,49,28,40,12,11,7,9,8,10
46940,49,26,38,12,14,7,8,8,11
46941,49,23,43,13,15,3,9,3,12
46942,47,27,38,13,15,3,8,8,12
46943,50,27,39,12,13,3,8,8,10
46944,48,31,37,11,12,3,7,8,14
46945,43,29,39,13,13,3,9,8,12
46946,48,24,43,13,13,3,8,8,11
46947,44,30,41,13,12,3,9,7,12
46948,47,29,42,14,10,3,3,7,12
46949,48,25,41,13,16,3,8,8,11
46950,52,24,39,14,12,3,8,8,12
46951,51,26,40,11,11,8,9,7,11
46952,53,26,37,11,14,3,8,8,11
46953,44,27,39,16,13,8,9,8,12
46954,51,29,38,12,10,3,8,3,11
46955,49,31,36,13,11,3,9,3,12
46956,51,28,39,12,13,3,8,8,11
46957,50,26,39,12,13,3,8,8,12
46958,52,27,36,13,12,8,8,7,11
46959,52,29,38,12,12,3,8,3,12
46960,47,24,39,15,14,7,9,8,12
46961,51,28,38,12,12,3,8,3,11
46962,49,28,42,12,10,3,8,8,12
46963,50,26,37,13,12,8,9,8,11
46964,51,27,43,13,11,3,3,8,10
46965,49,25,40,13,14,8,8,8,11
46966,47,30,39,11,13,2,9,8,14
46967,47,26,38,13,15,7,9,3,12
46968,47,29,40,13,10,3,8,8,12
46969,51,28,36,13,12,3,8,3,11
46970,44,29,42,14,13,3,8,8,12
46971,46,27,40,13,14,3,8,8,12
46972,51,30,38,11,12,3,8,7,12
46973,53,24,38,14,11,3,8,9,11
46974,52,27,38,10,12,8,8,7,11
46975,48,27,36,12,14,7,10,8,11
46976,48,28,40,11,14,3,8,3,12
46977,48,27,40,12,13,3,7,8,13
46978,49,28,38,12,12,7,8,3,12
46979,51,26,39,14,11,3,8,7,13
46980,52,26,40,12,12,8,8,3,10
46981,50,30,37,12,12,8,9,3,12
46982,44,29,41,13,14,3,9,3,12
46983,50,26,40,12,13,3,8,8,12
46984,46,27,42,12,13,7,9,7,12
46985,50,27,38,11,14,3,9,8,11
46986,51,25,42,12,13,3,3,3,10
46987,52,24,37,12,14,8,8,3,13
46988,50,29,37,12,14,2,8,3,13
46989,46,26,40,12,14,3,9,9,13
46990,46,27,39,13,13,8,9,8,12
46991,48,26,41,11,15,3,9,3,12
46992,46,25,44,13,12,3,8,8,12
46993,52,27,37,12,12,3,8,8,12
46994,52,27,39,11,12,3,8,8,11
46995,48,25,40,13,12,3,9,8,12
46996,50,26,38,13,12,3,9,3,13
46997,50,25,41,11,14,3,8,8,12
46998,47,32,38,13,12,3,8,3,12
46999,51,23,41,12,14,3,8,8,11
47000,48,30,38,12,10,3,8,8,13
47001,49,24,41,13,12,7,9,9,10
47002,51,27,38,13,15,3,3,8,11
47003,55,23,38,13,11,3,8,9,11
47004,49,26,40,12,14,3,8,9,11
47005,47,29,41,12,13,3,8,3,12
47006,56,24,34,13,15,3,3,8,12
47007,45,30,40,13,14,3,8,8,12
47008,49,27,38,14,12,7,10,8,12
47009,52,28,35,13,13,3,3,3,13
47010,45,30,38,13,14,7,9,8,11
47011,47,28,40,12,14,7,8,8,11
47012,49,31,40,11,12,3,3,8,10
47013,51,30,39,11,12,3,3,7,10
47014,52,27,38,13,12,3,7,3,12
47015,53,26,39,12,11,7,9,7,10
47016,46,29,38,14,12,8,10,3,12
47017,53,26,38,13,12,3,8,3,12
47018,49,26,40,12,10,8,3,9,12
47019,48,28,38,13,13,3,7,8,12
47020,48,27,42,10,17,3,3,3,12
47021,46,26,42,13,13,3,8,8,13
47022,52,28,35,12,14,3,8,8,12
47023,48,26,40,11,15,3,9,3,11
47024,48,28,39,12,12,3,9,3,11
47025,45,27,39,13,13,8,8,8,12
47026,45,31,38,13,12,3,9,8,12
47027,56,22,40,12,10,3,3,3,13
47028,51,26,43,12,12,3,8,3,10
47029,49,26,41,12,15,3,9,3,12
47030,47,30,40,12,14,3,8,3,11
47031,50,28,42,12,9,3,9,7,12
47032,47,31,38,11,12,7,8,8,12
47033,48,26,42,14,11,3,9,3,12
47034,49,30,38,13,11,3,9,3,11
47035,51,28,38,13,13,3,8,3,11
47036,48,25,40,13,11,3,8,8,13
47037,46,28,39,12,14,3,8,3,14
47038,47,26,41,13,13,3,8,8,10
47039,45,32,40,12,12,3,8,8,12
47040,48,27,38,14,13,3,9,3,12
47041,47,30,40,13,11,7,8,3,12
47042,45,27,39,13,16,3,7,8,12
47043,46,31,38,11,13,3,7,8,12
47044,50,28,41,13,11,3,8,3,11
47045,49,29,40,12,13,3,8,3,11
47046,50,28,40,12,12,3,8,7,12
47047,48,28,40,11,13,3,8,8,12
47048,46,29,44,13,11,3,7,3,12
47049,45,27,40,13,14,3,8,8,12
47050,49,29,39,13,12,3,8,7,11
47051,48,29,38,13,11,3,9,3,13
47052,49,27,39,13,13,3,8,7,12
47053,52,29,38,12,10,3,9,3,12
47054,49,30,40,13,10,3,9,3,11
47055,51,27,40,11,12,3,8,8,11
47056,47,27,40,13,12,3,7,7,13
47057,51,29,38,11,12,3,7,8,11
47058,48,29,41,11,11,3,8,8,12
47059,49,26,40,12,10,3,9,8,11
47060,52,28,39,14,12,2,3,3,11
47061,43,27,45,13,14,3,3,7,13
47062,48,31,40,13,9,3,9,7,11
47063,46,32,39,13,11,3,8,8,12
47064,43,30,42,14,14,3,3,8,11
47065,48,30,42,12,10,3,8,8,11
47066,48,28,41,11,13,3,8,3,12
47067,45,28,39,13,12,3,9,8,12
47068,48,27,42,13,11,7,8,3,10
47069,49,31,38,12,13,3,8,8,11
47070,51,27,40,12,9,3,8,8,12
47071,46,25,40,12,12,8,9,9,12
47072,46,31,40,12,12,3,8,7,12
47073,49,27,38,12,15,3,8,3,13
47074,49,27,40,12,13,3,8,8,12
47075,50,29,40,13,9,3,7,8,10
47076,49,28,38,13,14,3,8,3,12
47077,55,26,37,13,11,3,8,3,11
47078,45,25,45,13,14,3,7,8,13
47079,49,31,41,11,11,3,3,8,10
47080,54,24,36,12,11,8,9,9,12
47081,50,28,35,12,13,7,8,8,12
47082,48,32,39,12,13,3,3,3,11
47083,45,27,40,13,15,3,8,3,12
47084,54,28,35,12,13,3,3,8,11
47085,50,26,37,14,13,3,9,8,12
47086,50,28,40,13,11,3,8,3,12
47087,46,26,41,13,15,7,9,8,11
47088,48,27,39,12,12,8,9,7,12
47089,53,26,37,12,11,7,10,7,11
47090,49,26,38,13,12,8,8,8,13
47091,47,29,41,13,11,3,8,3,13
47092,50,23,40,12,12,8,8,9,12
47093,47,25,43,13,14,3,8,8,10
47094,48,29,41,12,13,3,7,3,11
47095,52,23,38,14,13,3,8,8,12
47096,45,29,41,14,12,3,8,8,11
47097,48,27,38,13,13,8,9,8,11
47098,45,26,41,15,13,3,8,3,13
47099,49,25,40,14,14,3,3,8,11
47100,49,28,41,11,13,3,8,3,11
47101,52,25,42,12,12,3,8,3,11
47102,52,27,39,13,10,7,8,8,11
47103,48,29,37,13,14,8,8,3,11
47104,50,24,40,13,15,8,3,7,12
47105,46,24,41,13,13,3,10,8,12
47106,50,25,41,12,12,3,8,8,12
47107,49,27,37,13,13,3,8,8,13
47108,51,25,37,12,12,8,9,8,12
47109,53,23,38,12,14,3,7,8,13
47110,47,29,38,14,13,3,8,3,12
47111,44,30,40,14,13,3,8,3,12
47112,49,27,42,12,12,3,9,3,11
47113,48,29,40,12,15,3,9,3,10
47114,48,27,38,13,14,3,9,3,12
47115,51,28,35,13,13,3,9,8,11
47116,51,27,40,13,10,3,3,3,11
47117,50,29,39,13,10,3,8,8,12
47118,44,31,41,12,10,7,8,8,12
47119,52,27,38,13,12,3,9,3,12
47120,45,27,40,12,16,3,9,7,12
47121,44,28,39,14,14,8,8,8,12
47122,48,27,39,12,12,3,8,9,12
47123,51,30,38,12,11,3,8,7,11
47124,49,28,41,11,10,3,8,8,11
47125,47,28,41,13,10,3,8,8,11
47126,50,30,40,12,10,3,8,8,11
47127,48,27,41,12,13,3,3,3,12
47128,49,27,37,14,13,8,9,8,12
47129,51,23,40,14,12,7,8,8,11
47130,49,30,36,13,14,3,8,3,12
47131,48,25,42,13,12,8,8,9,11
47132,51,27,38,13,11,7,8,7,13
47133,51,28,38,12,14,3,8,8,10
47134,52,29,38,11,11,7,8,8,11
47135,50,26,35,15,15,3,9,7,12
47136,48,29,39,13,14,3,3,8,11
47137,48,28,39,13,14,3,8,3,11
47138,48,25,36,15,11,8,9,9,12
47139,49,26,39,12,15,3,8,9,11
47140,53,24,38,12,13,8,8,8,10
47141,52,30,35,12,11,3,9,3,12
47142,47,28,42,12,11,3,9,3,12
47143,49,29,39,13,11,3,3,7,11
47144,47,26,41,13,16,3,8,3,12
47145,49,28,41,13,10,3,9,8,11
47146,49,28,38,13,12,3,9,3,13
47147,50,30,37,12,12,3,9,3,11
47148,50,29,35,13,14,3,3,8,12
47149,50,26,38,12,13,8,8,3,11
47150,50,27,38,13,15,3,8,3,11
47151,51,24,39,11,13,3,8,9,11
47152,47,28,40,13,12,3,9,8,12
47153,50,27,37,13,13,3,8,3,12
47154,52,26,38,12,15,3,8,3,12
47155,46,29,41,13,12,3,8,3,11
47156,49,27,38,12,14,3,8,3,11
47157,48,31,38,13,13,3,7,8,12
47158,51,31,36,12,13,3,8,8,12
47159,52,26,39,13,12,7,8,7,11
47160,48,31,39,13,10,3,3,8,12
47161,53,23,36,12,14,3,9,3,13
47162,43,27,41,13,14,3,9,8,12
47163,47,27,39,14,12,3,8,8,13
47164,46,28,39,12,13,7,8,7,13
47165,53,25,40,12,11,3,9,8,10
47166,49,25,38,12,15,8,8,8,12
47167,46,27,42,12,14,3,8,8,11
47168,50,27,38,14,14,3,3,7,11
47169,50,25,38,11,15,7,9,8,12
47170,49,27,37,12,16,3,9,8,12
47171,44,30,38,13,14,3,10,3,12
47172,49,27,40,13,13,3,8,8,11
47173,54,26,38,13,12,3,8,8,10
47174,50,26,42,13,12,3,8,8,10
47175,51,30,37,12,11,3,9,8,10
47176,48,26,37,14,14,3,9,7,12
47177,48,27,38,13,11,3,8,8,13
47178,49,28,39,14,12,3,7,3,13
47179,46,29,41,13,13,3,9,8,10
47180,46,25,44,13,13,7,8,8,11
47181,44,26,41,13,14,3,9,9,13
47182,49,27,41,12,14,3,3,8,12
47183,49,33,37,13,10,3,9,3,10
47184,47,24,41,14,12,7,9,7,12
47185,46,32,41,12,11,7,8,3,10
47186,48,28,39,13,11,3,10,8,11
47187,46,27,43,13,12,3,8,3,12
47188,49,26,39,13,13,3,3,9,13
47189,48,31,36,13,9,3,9,8,12
47190,49,30,40,13,9,3,10,3,12
47191,49,25,41,13,13,7,9,3,12
47192,50,28,40,13,14,3,7,3,11
47193,54,24,42,11,13,3,3,3,11
47194,46,30,38,13,13,3,9,7,13
47195,49,27,38,14,14,3,9,3,11
47196,48,24,43,13,13,3,7,8,12
47197,47,31,40,12,14,3,3,8,12
47198,49,26,39,14,12,8,9,8,11
47199,48,30,39,14,10,3,8,8,11
47200,49,27,40,13,13,3,9,3,12
47201,49,25,40,13,13,3,9,8,11
47202,42,32,37,13,13,3,9,8,13
47203,54,23,39,13,10,3,8,9,11
47204,50,27,37,12,14,3,8,8,12
47205,48,29,42,11,13,3,8,8,11
47206,46,29,39,13,12,3,7,8,11
47207,49,27,40,12,12,8,9,3,12
47208,55,22,40,12,14,3,3,8,10
47209,45,31,41,12,12,3,3,8,11
47210,47,28,35,14,14,8,8,8,12
47211,48,25,41,13,13,3,8,8,12
47212,45,25,45,13,12,3,8,3,13
47213,45,29,40,11,15,3,8,8,12
47214,52,30,38,12,11,3,7,7,11
47215,50,33,40,12,10,3,8,3,11
47216,47,29,41,12,12,3,8,9,11
47217,51,27,38,13,12,3,9,8,11
47218,49,25,42,14,13,3,8,3,11
47219,48,27,38,14,10,3,8,8,13
47220,51,27,38,12,15,3,8,8,11
47221,48,24,38,14,15,8,8,7,12
47222,45,29,38,14,12,7,9,3,12
47223,47,30,39,12,12,7,9,8,11
47224,49,26,41,13,11,3,9,8,11
47225,48,28,36,12,14,3,9,8,13
47226,48,26,41,12,15,7,7,8,12
47227,46,29,40,12,15,3,8,3,12
47228,48,25,41,12,14,3,8,3,13
47229,48,31,36,13,10,3,9,3,13
47230,50,27,38,12,14,3,8,8,12
47231,52,28,36,12,12,7,8,8,11
47232,47,25,40,12,14,7,9,8,12
47233,52,24,39,11,13,3,9,8,12
47234,47,30,40,12,12,3,8,9,11
47235,44,27,41,13,13,3,8,9,11
47236,48,29,37,12,13,3,9,8,13
47237,44,27,42,13,13,8,8,8,11
47238,47,29,38,11,16,3,3,8,13
47239,50,26,37,12,16,3,9,3,10
47240,50,28,38,13,12,3,7,7,12
47241,50,26,40,13,13,3,8,8,12
47242,54,26,39,12,12,3,8,3,10
47243,48,28,39,12,11,8,9,8,12
47244,50,30,41,12,12,3,8,3,11
47245,48,30,39,12,12,3,9,7,11
47246,49,30,35,13,14,3,10,3,11
47247,51,27,41,12,11,3,8,8,12
47248,45,29,39,13,14,8,8,9,12
47249,47,30,38,12,13,3,9,8,13
47250,47,28,40,12,12,3,8,8,12
47251,48,31,39,12,11,8,8,8,11
47252,51,26,44,11,10,3,7,8,11
47253,49,26,38,13,12,3,9,3,12
47254,49,24,43,13,12,7,3,7,12
47255,47,27,43,12,11,3,8,8,12
47256,52,27,39,13,14,2,8,8,11
47257,47,26,41,13,13,7,9,8,12
47258,47,27,40,12,12,3,8,7,13
47259,44,27,41,14,14,3,9,9,12
47260,49,27,40,12,14,3,8,7,11
47261,49,29,38,12,12,3,8,3,12
47262,49,25,39,12,14,3,7,3,13
47263,55,27,39,12,10,3,3,8,11
47264,51,30,36,14,10,3,9,3,12
47265,48,26,41,14,13,3,9,3,12
47266,49,29,35,12,16,3,8,8,11
47267,50,27,38,12,15,3,8,8,13
47268,51,25,41,12,15,3,3,8,10
47269,46,27,42,13,12,3,8,8,12
47270,51,26,39,13,12,3,3,8,11
47271,49,26,37,14,13,3,9,8,12
47272,45,28,40,13,13,3,9,8,11
47273,47,31,40,13,10,3,9,3,11
47274,48,24,41,12,16,8,8,7,12
47275,51,25,40,13,12,8,8,7,12
47276,53,26,40,12,12,3,3,8,12
47277,47,24,42,14,12,3,8,8,12
47278,41,27,43,13,15,3,9,3,13
47279,53,24,37,12,16,3,8,3,12
47280,48,26,37,13,16,3,9,7,12
47281,49,27,40,12,13,3,8,7,12
47282,51,30,37,12,12,3,8,3,10
47283,43,31,39,12,12,3,10,8,12
47284,45,31,39,12,12,3,9,8,11
47285,45,30,40,13,12,3,8,8,11
47286,51,26,35,14,13,3,8,8,13
47287,52,27,39,13,11,3,8,8,10
47288,48,27,40,12,13,3,8,8,11
47289,51,27,36,13,13,8,8,8,11
47290,50,30,34,13,14,3,8,8,11
47291,47,27,40,13,12,3,10,8,12
47292,52,25,43,12,13,3,8,3,11
47293,51,27,37,14,11,3,8,8,11
47294,47,25,38,14,15,3,9,3,12
47295,53,27,37,12,11,7,9,3,10
47296,48,31,40,12,11,3,9,8,11
47297,46,28,37,12,14,7,8,8,12
47298,49,26,40,13,11,3,8,8,12
47299,54,22,41,14,10,7,8,3,12
47300,45,31,41,13,10,3,8,8,11
47301,47,30,39,12,11,3,8,8,12
47302,47,30,40,12,10,8,9,8,11
47303,47,27,43,13,12,3,3,3,12
47304,50,29,38,11,12,7,8,7,11
47305,52,24,43,12,11,3,3,7,10
47306,45,28,41,12,12,7,9,8,12
47307,52,27,41,13,11,3,8,3,10
47308,53,25,38,12,12,3,7,8,11
47309,48,24,39,14,15,3,8,8,13
47310,50,26,38,13,11,7,8,9,12
47311,49,26,39,14,12,3,10,8,12
47312,50,29,36,12,12,3,8,8,12
47313,46,26,40,14,14,8,9,3,12
47314,47,27,41,13,12,7,9,8,11
47315,50,29,37,12,10,7,9,7,12
47316,47,25,40,12,16,8,9,8,11
47317,52,28,35,12,14,3,8,3,12
47318,45,28,41,13,12,8,9,3,11
47319,44,29,43,13,12,3,8,8,11
47320,50,28,37,14,10,3,8,8,12
47321,52,25,39,14,12,3,9,7,10
47322,48,28,44,13,12,3,3,7,9
47323,47,31,38,13,12,3,8,3,11
47324,48,28,40,11,12,8,9,8,12
47325,47,27,40,12,15,3,8,7,12
47326,50,26,40,11,14,3,8,7,12
47327,50,28,38,13,10,8,8,9,11
47328,51,23,38,13,14,3,9,8,11
47329,46,29,41,13,13,3,9,3,12
47330,43,31,41,13,12,3,9,3,11
47331,46,27,42,13,15,3,8,3,11
47332,46,29,39,13,14,7,8,7,12
47333,53,25,39,13,12,3,8,8,12
47334,49,29,37,13,14,3,8,3,12
47335,46,27,39,12,15,8,9,3,12
47336,46,27,39,13,13,8,8,7,13
47337,54,24,39,13,12,7,8,7,10
47338,47,28,41,13,14,3,8,8,12
47339,46,28,41,12,12,3,8,8,11
47340,49,28,39,13,12,3,8,8,12
47341,48,27,42,11,13,8,3,8,11
47342,52,29,39,13,10,3,3,7,11
47343,45,31,40,13,11,3,8,8,12
47344,51,25,39,12,13,3,8,3,12
47345,54,23,37,12,13,3,8,8,12
47346,48,31,39,13,13,3,8,7,12
47347,50,26,38,12,12,3,8,8,12
47348,49,31,40,13,10,3,3,3,11
47349,45,29,43,13,13,3,7,3,12
47350,49,26,40,12,14,7,7,3,12
47351,51,28,37,14,12,3,9,3,12
47352,53,25,39,11,14,3,3,3,11
47353,52,31,36,12,12,3,9,3,10
47354,45,30,40,13,14,3,9,7,12
47355,51,27,40,12,13,3,7,8,11
47356,48,27,40,15,12,3,8,8,11
47357,48,27,41,13,12,7,8,3,11
47358,46,27,42,13,14,3,8,8,12
47359,47,32,39,12,12,3,8,7,12
47360,50,27,39,14,10,3,8,3,12
47361,48,29,37,12,12,3,8,8,11
47362,47,29,38,12,15,3,8,3,12
47363,44,28,42,14,11,3,7,8,13
47364,50,28,38,12,11,8,8,9,12
47365,47,30,38,12,11,8,9,8,13
47366,49,23,41,13,12,8,8,8,12
47367,48,29,38,13,12,3,3,8,11
47368,50,27,40,13,11,3,8,8,11
47369,49,29,38,13,15,3,8,3,11
47370,44,29,39,14,13,3,9,8,11
47371,49,27,40,11,13,8,9,8,11
47372,54,30,38,11,11,3,8,3,11
47373,49,30,41,13,9,3,8,3,11
47374,49,28,37,13,13,3,8,8,11
47375,50,26,40,12,12,3,8,7,11
47376,46,26,40,12,16,3,8,9,12
47377,51,27,38,12,14,3,8,8,11
47378,49,26,37,12,14,3,8,9,12
47379,48,27,36,13,14,7,9,3,12
